
itref_sum	569232
dyn_sum	847889

2_alignments.dyn/5_vcf/00000.vcf.gz	39552
2_alignments.dyn/5_vcf/00001.vcf.gz	82530
2_alignments.dyn/5_vcf/00002.vcf.gz	92970
2_alignments.dyn/5_vcf/00003.vcf.gz	87920
2_alignments.dyn/5_vcf/00004.vcf.gz	78284
2_alignments.dyn/5_vcf/00005.vcf.gz	66851
2_alignments.dyn/5_vcf/00006.vcf.gz	56040
2_alignments.dyn/5_vcf/00007.vcf.gz	47565
2_alignments.dyn/5_vcf/00008.vcf.gz	40521
2_alignments.dyn/5_vcf/00009.vcf.gz	35180
2_alignments.dyn/5_vcf/00010.vcf.gz	31018
2_alignments.dyn/5_vcf/00011.vcf.gz	27517
2_alignments.dyn/5_vcf/00012.vcf.gz	24714
2_alignments.dyn/5_vcf/00013.vcf.gz	22490
2_alignments.dyn/5_vcf/00014.vcf.gz	21158
2_alignments.dyn/5_vcf/00015.vcf.gz	20004
2_alignments.dyn/5_vcf/00016.vcf.gz	19317
2_alignments.dyn/5_vcf/00017.vcf.gz	18685
2_alignments.dyn/5_vcf/00018.vcf.gz	17954
2_alignments.dyn/5_vcf/00019.vcf.gz	17619

2_alignments.itref/5_vcf/00000.vcf.gz	546439
2_alignments.itref/5_vcf/00001.vcf.gz	15416
2_alignments.itref/5_vcf/00002.vcf.gz	4217
2_alignments.itref/5_vcf/00003.vcf.gz	2064
2_alignments.itref/5_vcf/00004.vcf.gz	1096

