
itref_sum	313934
dyn_sum	323416

2_alignments.dyn/5_vcf/00000.vcf.gz	18548
2_alignments.dyn/5_vcf/00001.vcf.gz	40402
2_alignments.dyn/5_vcf/00002.vcf.gz	46189
2_alignments.dyn/5_vcf/00003.vcf.gz	44982
2_alignments.dyn/5_vcf/00004.vcf.gz	39008
2_alignments.dyn/5_vcf/00005.vcf.gz	32518
2_alignments.dyn/5_vcf/00006.vcf.gz	25651
2_alignments.dyn/5_vcf/00007.vcf.gz	19526
2_alignments.dyn/5_vcf/00008.vcf.gz	14864
2_alignments.dyn/5_vcf/00009.vcf.gz	10885
2_alignments.dyn/5_vcf/00010.vcf.gz	8135
2_alignments.dyn/5_vcf/00011.vcf.gz	6001
2_alignments.dyn/5_vcf/00012.vcf.gz	4382
2_alignments.dyn/5_vcf/00013.vcf.gz	3179
2_alignments.dyn/5_vcf/00014.vcf.gz	2510
2_alignments.dyn/5_vcf/00015.vcf.gz	1900
2_alignments.dyn/5_vcf/00016.vcf.gz	1520
2_alignments.dyn/5_vcf/00017.vcf.gz	1294
2_alignments.dyn/5_vcf/00018.vcf.gz	1035
2_alignments.dyn/5_vcf/00019.vcf.gz	887

2_alignments.itref/5_vcf/00000.vcf.gz	299624
2_alignments.itref/5_vcf/00001.vcf.gz	8901
2_alignments.itref/5_vcf/00002.vcf.gz	2783
2_alignments.itref/5_vcf/00003.vcf.gz	1592
2_alignments.itref/5_vcf/00004.vcf.gz	1034

