
2_alignments.itref/1_reference/00000.fa	00000.fa	384506
2_alignments.itref/1_reference/00001.fa	00001.fa	94303
2_alignments.itref/1_reference/00002.fa	00002.fa	93284
2_alignments.itref/1_reference/00003.fa	00003.fa	93404
2_alignments.itref/1_reference/00004.fa	00004.fa	93623
2_alignments.itref/1_reference/00005.fa	00005.fa	93845
