
itref_sum	306139
dyn_sum	316912

2_alignments.dyn/5_vcf/00000.vcf.gz	21020
2_alignments.dyn/5_vcf/00001.vcf.gz	44468
2_alignments.dyn/5_vcf/00002.vcf.gz	49372
2_alignments.dyn/5_vcf/00003.vcf.gz	46102
2_alignments.dyn/5_vcf/00004.vcf.gz	38819
2_alignments.dyn/5_vcf/00005.vcf.gz	30996
2_alignments.dyn/5_vcf/00006.vcf.gz	23631
2_alignments.dyn/5_vcf/00007.vcf.gz	17400
2_alignments.dyn/5_vcf/00008.vcf.gz	12986
2_alignments.dyn/5_vcf/00009.vcf.gz	9202
2_alignments.dyn/5_vcf/00010.vcf.gz	6702
2_alignments.dyn/5_vcf/00011.vcf.gz	4747
2_alignments.dyn/5_vcf/00012.vcf.gz	3470
2_alignments.dyn/5_vcf/00013.vcf.gz	2413
2_alignments.dyn/5_vcf/00014.vcf.gz	1723
2_alignments.dyn/5_vcf/00015.vcf.gz	1230
2_alignments.dyn/5_vcf/00016.vcf.gz	941
2_alignments.dyn/5_vcf/00017.vcf.gz	725
2_alignments.dyn/5_vcf/00018.vcf.gz	550
2_alignments.dyn/5_vcf/00019.vcf.gz	415

2_alignments.itref/5_vcf/00000.vcf.gz	297887
2_alignments.itref/5_vcf/00001.vcf.gz	4559
2_alignments.itref/5_vcf/00002.vcf.gz	1737
2_alignments.itref/5_vcf/00003.vcf.gz	1142
2_alignments.itref/5_vcf/00004.vcf.gz	814

