
itref_sum	398772
dyn_sum	1361812

2_alignments.dyn/5_vcf/00000.vcf.gz	8974
2_alignments.dyn/5_vcf/00001.vcf.gz	23608
2_alignments.dyn/5_vcf/00002.vcf.gz	36470
2_alignments.dyn/5_vcf/00003.vcf.gz	46333
2_alignments.dyn/5_vcf/00004.vcf.gz	55081
2_alignments.dyn/5_vcf/00005.vcf.gz	62866
2_alignments.dyn/5_vcf/00006.vcf.gz	69478
2_alignments.dyn/5_vcf/00007.vcf.gz	74503
2_alignments.dyn/5_vcf/00008.vcf.gz	78242
2_alignments.dyn/5_vcf/00009.vcf.gz	82173
2_alignments.dyn/5_vcf/00010.vcf.gz	83812
2_alignments.dyn/5_vcf/00011.vcf.gz	84620
2_alignments.dyn/5_vcf/00012.vcf.gz	85385
2_alignments.dyn/5_vcf/00013.vcf.gz	85316
2_alignments.dyn/5_vcf/00014.vcf.gz	84220
2_alignments.dyn/5_vcf/00015.vcf.gz	82948
2_alignments.dyn/5_vcf/00016.vcf.gz	82199
2_alignments.dyn/5_vcf/00017.vcf.gz	80158
2_alignments.dyn/5_vcf/00018.vcf.gz	78577
2_alignments.dyn/5_vcf/00019.vcf.gz	76849

2_alignments.itref/5_vcf/00000.vcf.gz	102946
2_alignments.itref/5_vcf/00001.vcf.gz	74525
2_alignments.itref/5_vcf/00002.vcf.gz	73583
2_alignments.itref/5_vcf/00003.vcf.gz	73944
2_alignments.itref/5_vcf/00004.vcf.gz	73774

