
2_alignments.itref/1_reference/00000.fa	00000.fa	1270238
2_alignments.itref/1_reference/00001.fa	00001.fa	260493
2_alignments.itref/1_reference/00002.fa	00002.fa	238206
2_alignments.itref/1_reference/00003.fa	00003.fa	226064
2_alignments.itref/1_reference/00004.fa	00004.fa	219075
2_alignments.itref/1_reference/00005.fa	00005.fa	214783
